house_address,house_rental_area,house_orientation,house_layout,house_floor,house_rental_price,house_id,house_update_time,house_longitude,house_latitude,house_rental_method,house_tag,house_elevator,house_parking,house_water,house_electricity,house_gas,house_heating,create_time,city
鼓楼-五塘广场-文景花园,51.00㎡,东南,1室1厅1卫,低楼层（11层）,1850 元/月,NJ1668829352147550208,2022-08-11,118.805943,32.11545,整租,//新上/精装/动迁安置房/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:47:11,南京
鼓楼-凤凰西街-天玺国际广场,59.00㎡,南,1室1厅1卫,中楼层（29层）,3500 元/月,NJ1662844387584901120,2022-08-10,118.736455,32.04944,整租,//精装/随时看房/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:47:20,南京
鼓楼-凤凰西街-天玺国际广场,57.36㎡,南,1室1厅1卫,中楼层（29层）,3400 元/月,NJ1603582311079608320,2022-08-11,118.736455,32.04944,整租,//随时看房/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:47:24,南京
鼓楼-小市-花样年喜年中心,55.71㎡,南,1室1厅1卫,中楼层（19层）,3000 元/月,NJ1656859611317141504,2022-08-10,118.78609828294,32.103533373155,整租,//近地铁/精装/,有,暂无数据,暂无数据,暂无数据,无,暂无数据,2022-08-12 16:47:30,南京
鼓楼-建宁路-锦绣江山花园南苑,32.24㎡,北东北,1室1厅1卫,中楼层（11层）,2200 元/月,NJ1667161598583635968,2022-08-08,118.760435,32.107115,整租,//新上/精装/随时看房/,有,暂无数据,商水,民电,无,暂无数据,2022-08-12 16:47:38,南京
鼓楼-建宁路-证大大拇指广场,37.00㎡,东,1室1厅1卫,中楼层（31层）,2600 元/月,NJ1636346919783497728,2022-08-10,118.748667,32.096799,整租,//精装/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:47:46,南京
鼓楼-许府巷-江西路,46.08㎡,南北,1室1厅1卫,低楼层（5层）,2900 元/月,NJ1660648860369813504,2022-08-10,118.788478,32.089074,整租,//精装/随时看房/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:47:49,南京
鼓楼-小市-安怀新村,36.94㎡,南西,1室1厅1卫,中楼层（6层）,2200 元/月,NJ1665726063101083648,2022-08-12,118.801398,32.105181,整租,//精装/,无,暂无数据,暂无数据,暂无数据,有,暂无数据,2022-08-12 16:47:53,南京
鼓楼-龙江-阳光金峰阁,42.29㎡,西南,1室1厅1卫,中楼层（19层）,2950 元/月,NJ1606518523482341376,2022-08-07,118.74708613959,32.062654234194,整租,//近地铁/精装/随时看房/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:48:01,南京
鼓楼-建宁路-紫金江景苑,51.36㎡,西北,1室1厅1卫,中楼层（18层）,2900 元/月,NJ1661346365835313152,2022-08-11,118.763403,32.101619,整租,//精装/随时看房/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:48:07,南京
鼓楼-湖南路-中商万豪,59.06㎡,东北,1室1厅1卫,高楼层（57层）,2900 元/月,NJ1654681216634322944,2022-08-04,118.77627990373,32.075681170992,整租,//精装/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:48:16,南京
鼓楼-凤凰西街-天玺国际广场,58.93㎡,南,1室1厅1卫,高楼层（29层）,3500 元/月,NJ1661397989387665408,2022-08-11,118.736455,32.04944,整租,//精装/随时看房/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:48:20,南京
鼓楼-龙江-阳光金峰阁,41.00㎡,南北,1室1厅1卫,中楼层（19层）,2200 元/月,NJ1655428196729880576,2022-08-12,118.74708613959,32.062654234194,整租,//近地铁/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:48:30,南京
鼓楼-凤凰西街-华阳佳园华彩苑,43.27㎡,南,1室1厅1卫,中楼层（7层）,2800 元/月,NJ1665728099796385792,2022-08-09,118.752724,32.051503,整租,//精装/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:48:34,南京
鼓楼-福建路-中海凯旋门,44.08㎡,西南,1室1厅1卫,低楼层（34层）,2800 元/月,NJ1666060617951215616,2022-08-11,118.76104250359,32.091399453839,整租,//精装/随时看房/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:48:38,南京
鼓楼-建宁路-证大阅公馆,36.14㎡,西,1室1厅1卫,高楼层（23层）,2300 元/月,NJ1666411824137895936,2022-08-08,118.749045,32.09896,整租,//精装/,有,暂无数据,商水,商电,无,暂无数据,2022-08-12 16:48:42,南京
鼓楼-宁海路-苏州路,47.64㎡,南,1室0厅1卫,低楼层（5层）,2200 元/月,NJ1662054332964536320,2022-08-05,118.775888,32.063075,整租,//随时看房/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:48:50,南京
鼓楼-挹江门-定淮门,45.96㎡,南,1室1厅1卫,高楼层（7层）,2800 元/月,NJ1609760774119489536,2022-08-11,118.754753,32.075751,整租,//精装/随时看房/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:48:54,南京
鼓楼-定淮门大街-迎江园,40.31㎡,南,1室1厅1卫,中楼层（7层）,2650 元/月,NJ1667011724156338176,2022-08-12,118.7396538539,32.077216684847,整租,//新上/精装/随时看房/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:48:56,南京
鼓楼-华侨路-中山路99号,68.94㎡,南西,1室1厅1卫,低楼层（40层）,12500 元/月,NJ1644922932113178624,2022-07-31,118.790065,32.052979,整租,/近地铁/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:49:04,南京
鼓楼-万达广场-苏宁慧谷,200.00㎡,东南,1室0厅0卫,中楼层（34层）,14500 元/月,NJ1631176094272978944,2022-08-03,118.72957827694,32.038372524602,整租,/精装/,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2022-08-12 16:49:07,南京
鼓楼-凤凰西街-育才公寓东片,87.00㎡,南北,1室1厅1卫,低楼层（6层）,10000 元/月,NJ1658335118198046720,2022-08-09,118.738037,32.051521,整租,/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:49:15,南京
鼓楼-五塘广场-金域中央广场,41.00㎡,南北,1室1厅1卫,中楼层（15层）,2200 元/月,NJ1664183296436731904,2022-08-10,118.77894377282,32.11194184369,整租,/近地铁/精装/非居住房屋/,有,暂无数据,商水,商电,无,暂无数据,2022-08-12 16:49:17,南京
鼓楼-建宁路-深业滨江半岛,60.00㎡,东,1室1厅1卫,低楼层（31层）,3200 元/月,NJ1591035492046995456,2022-08-12,118.74586466497,32.10322070572,整租,/精装/随时看房/,有,暂无数据,暂无数据,暂无数据,有,暂无数据,2022-08-12 16:49:21,南京
鼓楼-华侨路-金轮华尔兹,45.00㎡,南,1室1厅1卫,中楼层（8层）,3900 元/月,NJ1608419075631874048,2022-08-11,118.78701,32.049242,整租,/近地铁/精装/随时看房/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:49:30,南京
鼓楼-建宁路-玉桥国际公寓,50.00㎡,南,1室1厅1卫,低楼层（26层）,3500 元/月,NJ2776094548781711360,2022-08-05,118.78759396693,32.098398574631,整租,/官方核验/近地铁/,有,租用车位,商水,商电,无,暂无数据,2022-08-12 16:49:40,南京
鼓楼-许府巷-天正国际广场,174.00㎡,南,1室0厅0卫,低楼层（30层）,15660 元/月,NJ1570024696437538816,2022-08-11,118.789621,32.092965,整租,/近地铁/精装/,有,租用车位,商水,商电,有,暂无数据,2022-08-12 16:49:49,南京
鼓楼-许府巷-工人新村,40.51㎡,东西,1室1厅1卫,中楼层（7层）,2500 元/月,NJ1662020857549029376,2022-08-06,118.786603,32.087087,整租,/近地铁/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:49:56,南京
鼓楼-建宁路-深业滨江半岛,60.00㎡,东,1室1厅1卫,低楼层（31层）,3200 元/月,NJ1662415879226261504,2022-08-11,118.74586466497,32.10322070572,整租,/精装/,有,暂无数据,暂无数据,暂无数据,有,暂无数据,2022-08-12 16:50:05,南京
鼓楼-湖南路-龙吟广场,43.61㎡,南,1室1厅1卫,中楼层（30层）,2900 元/月,NJ1617748484021026816,2022-08-03,118.776144,32.076622,整租,/精装/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:50:11,南京
鼓楼-建宁路-深业滨江半岛,60.00㎡,西北,1室1厅1卫,低楼层（34层）,3300 元/月,NJ1617826653700882432,2022-08-06,118.74586466497,32.10322070572,整租,/精装/随时看房/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:50:15,南京
鼓楼-建宁路-恒大滨江三期恒景滨江城,50.99㎡,东,1室1厅1卫,中楼层（28层）,3200 元/月,NJ1620256325470519296,2022-08-11,118.74413933479,32.094226692886,整租,/精装/,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2022-08-12 16:50:22,南京
鼓楼-华侨路-华夏大厦,640.00㎡,南,1室1厅1卫,中楼层（25层）,40000 元/月,NJ1616275214415429632,2022-08-12,118.790057,32.05253,整租,/近地铁/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:50:30,南京
鼓楼-龙江-丽晶国际,43.00㎡,东,1室1厅1卫,中楼层（25层）,2650 元/月,NJ1655846845366140928,2022-08-12,118.754417,32.073377,整租,/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:50:35,南京
鼓楼-华侨路-君临国际,32.00㎡,南,1室1厅1卫,低楼层（35层）,3300 元/月,NJ1654427074099675136,2022-07-30,118.788754,32.055931,整租,/精装/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:50:38,南京
鼓楼-凤凰西街-辰龙广场,44.42㎡,南,1室1厅1卫,中楼层（27层）,3000 元/月,NJ1649007868361310208,2022-08-05,118.74498,32.05111,整租,/精装/随时看房/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:50:41,南京
鼓楼-湖南路-厚载巷（鼓楼）,40.00㎡,北,1室1厅1卫,中楼层（7层）,3100 元/月,NJ1651195983972794368,2022-08-12,118.788559,32.069149,整租,/近地铁/精装/随时看房/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:50:50,南京
鼓楼-建宁路-证大大拇指广场,41.36㎡,北,1室1厅1卫,低楼层（32层）,2600 元/月,NJ1659153106962743296,2022-08-02,118.748667,32.096799,整租,/精装/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:50:56,南京
鼓楼-小市-复地新都荟,58.68㎡,西,1室1厅1卫,中楼层（7层）,2900 元/月,NJ1662013814519889920,2022-08-11,118.80563260665,32.108727695538,整租,/精装/,有,租用车位,商水,民电,无,暂无数据,2022-08-12 16:51:02,南京
鼓楼-龙江-丽晶国际,53.30㎡,西,1室1厅1卫,低楼层（25层）,3500 元/月,NJ1658309747763314688,2022-08-10,118.754417,32.073377,整租,/精装/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:51:11,南京
鼓楼-挹江门-南祖师庵,49.50㎡,南北,1室1厅1卫,低楼层（6层）,2800 元/月,NJ1577619630766161920,2022-08-09,118.758957,32.090046,整租,/精装/,无,租用车位,民水,民电,有,暂无数据,2022-08-12 16:51:14,南京
鼓楼-凤凰西街-中海凤凰熙岸玺荟,57.00㎡,东,1室1厅1卫,中楼层（29层）,4900 元/月,NJ2879105719951966208,2022-08-10,118.759233,32.04974,整租,/近地铁/精装/,有,租用车位,商水,商电,有,暂无数据,2022-08-12 16:51:21,南京
鼓楼-凤凰西街-天玺国际广场,41.00㎡,北,1室1厅1卫,低楼层（29层）,2800 元/月,NJ2800779700073938944,2022-08-12,118.736455,32.04944,整租,/官方核验/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:51:30,南京
鼓楼-龙江-丽晶国际,45.00㎡,东,1室1厅1卫,低楼层（25层）,3000 元/月,NJ1645005539685433344,2022-08-12,118.754417,32.073377,整租,/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:51:38,南京
鼓楼-凤凰西街-辰龙广场,56.05㎡,东,1室1厅1卫,低楼层（27层）,3800 元/月,NJ1660269136262987776,2022-08-08,118.74498,32.05111,整租,/精装/,有,租用车位,民水,民电,无,暂无数据,2022-08-12 16:51:41,南京
鼓楼-华侨路-金轮国际广场,56.38㎡,南,1室1厅1卫,高楼层（40层）,4000 元/月,NJ1661951784513437696,2022-07-29,118.786832,32.048654,整租,/近地铁/精装/,有,暂无数据,商水,商电,无,暂无数据,2022-08-12 16:51:46,南京
鼓楼-湖南路-中环国际,65.00㎡,东北,1室1厅1卫,中楼层（55层）,3600 元/月,NJ1667769796244013056,2022-08-11,118.779767,32.072727,整租,/新上/近地铁/精装/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:51:54,南京
鼓楼-建宁路-明城大厦,57.68㎡,北,1室1厅1卫,中楼层（21层）,2950 元/月,NJ1659485943955980288,2022-08-03,118.764248,32.099293,整租,/精装/随时看房/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:51:58,南京
鼓楼-建宁路-安乐村,43.79㎡,南北,1室1厅1卫,中楼层（6层）,2800 元/月,NJ2790544572143370240,2022-07-30,118.770635,32.097634,整租,/官方核验/精装/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:52:02,南京
鼓楼-湖南路-中商万豪,57.65㎡,东,1室1厅1卫,中楼层（57层）,2500 元/月,NJ1629769639644889088,2022-08-09,118.77627990373,32.075681170992,整租,/精装/随时看房/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:52:05,南京
鼓楼-湖南路-鼓楼四条巷,30.00㎡,南,1室1厅1卫,低楼层（4层）,2100 元/月,NJ1662317099126620160,2022-08-11,118.781842,32.07,整租,/近地铁/精装/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:52:12,南京
鼓楼-湖南路-老菜市,35.32㎡,南北,1室1厅1卫,高楼层（7层）,2600 元/月,NJ1664501797626052608,2022-08-11,118.77424046053,32.074628210915,整租,/精装/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:52:17,南京
鼓楼-建宁路-玉桥国际公寓,46.00㎡,南,1室1厅1卫,中楼层（29层）,2500 元/月,NJ1621066212433723392,2022-08-12,118.78759396693,32.098398574631,整租,/近地铁/精装/,有,租用车位,民水,民电,无,暂无数据,2022-08-12 16:52:22,南京
鼓楼-龙江-龙江里,43.00㎡,北,1室1厅1卫,中楼层（16层）,4500 元/月,NJ1664475530138746880,2022-08-10,118.745633,32.059027,整租,/近地铁/精装/随时看房/,有,暂无数据,商水,商电,无,暂无数据,2022-08-12 16:52:24,南京
鼓楼-华侨路-金轮国际广场,58.00㎡,北,1室1厅1卫,高楼层（40层）,4000 元/月,NJ1664626094227062784,2022-08-11,118.786832,32.048654,整租,/近地铁/精装/,有,租用车位,商水,商电,无,暂无数据,2022-08-12 16:52:32,南京
鼓楼-凤凰西街-天玺国际广场,66.80㎡,南,1室1厅1卫,中楼层（29层）,4200 元/月,NJ2810786803106455552,2022-08-11,118.736455,32.04944,整租,/精装/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:52:40,南京
鼓楼-湖南路-马台街,30.00㎡,南,1室1厅1卫,低楼层（6层）,2400 元/月,NJ1663120214377627648,2022-08-07,118.777997,32.079178,整租,/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:52:43,南京
鼓楼-建宁路-证大阅公馆,37.00㎡,东,1室1厅1卫,中楼层（23层）,2500 元/月,NJ1628775293210591232,2022-08-11,118.749045,32.09896,整租,/精装/随时看房/,有,租用车位,商水,商电,无,暂无数据,2022-08-12 16:52:50,南京
鼓楼-建宁路-深业滨江半岛,60.00㎡,东,1室1厅1卫,低楼层（31层）,3300 元/月,NJ1623659492375789568,2022-08-11,118.74586466497,32.10322070572,整租,/精装/随时看房/,有,租用车位,暂无数据,暂无数据,有,暂无数据,2022-08-12 16:52:56,南京
鼓楼-华侨路-君临国际,30.00㎡,南北,1室1厅1卫,高楼层（35层）,3000 元/月,NJ1596825683974160384,2022-08-08,118.788754,32.055931,整租,/精装/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:53:02,南京
鼓楼-建宁路-证大阅公馆,38.00㎡,东,1室1厅1卫,低楼层（23层）,2600 元/月,NJ1614462116821991424,2022-08-03,118.749045,32.09896,整租,/精装/随时看房/,有,暂无数据,商水,商电,无,暂无数据,2022-08-12 16:53:08,南京
鼓楼-宁海路-匡庐新村,37.47㎡,南,1室1厅1卫,高楼层（7层）,2980 元/月,NJ1589241897690333184,2022-08-06,118.777413,32.06167,整租,/精装/随时看房/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:53:10,南京
鼓楼-建宁路-明城大厦,57.68㎡,南北,1室1厅1卫,中楼层（21层）,2500 元/月,NJ1627663335690338304,2022-07-29,118.764248,32.099293,整租,/精装/,有,租用车位,民水,民电,有,暂无数据,2022-08-12 16:53:15,南京
鼓楼-凤凰西街-世纪之星,40.00㎡,南,1室0厅1卫,高楼层（22层）,3500 元/月,NJ1665638201391316992,2022-08-02,118.744814,32.046548,整租,/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:53:20,南京
鼓楼-建宁路-证大大拇指广场,45.43㎡,南,1室1厅1卫,高楼层（31层）,3000 元/月,NJ1640321351111671808,2022-08-11,118.748667,32.096799,整租,/精装/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:53:28,南京
鼓楼-宁海路-广州路258号,37.06㎡,南,1室1厅1卫,低楼层（2层）,3050 元/月,NJ1663834377710206976,2022-08-08,118.775904,32.056919,整租,/业主自荐/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:53:36,南京
鼓楼-建宁路-证大阅公馆,40.00㎡,南,1室1厅1卫,中楼层（23层）,2800 元/月,NJ1591432256994410496,2022-08-09,118.749045,32.09896,整租,/精装/随时看房/,有,租用车位,商水,商电,无,暂无数据,2022-08-12 16:53:42,南京
鼓楼-建宁路-龙湖紫都城,35.00㎡,西,1室1厅1卫,高楼层（24层）,2200 元/月,NJ1622184406770778112,2022-08-03,118.77944,32.10064,整租,/精装/非居住房屋/,有,暂无数据,商水,商电,无,暂无数据,2022-08-12 16:53:45,南京
鼓楼-建宁路-恒大滨江,51.00㎡,南,1室1厅1卫,中楼层（29层）,3600 元/月,NJ1568959958001647616,2022-08-09,118.740894,32.094473,整租,/精装/,有,暂无数据,商水,商电,有,暂无数据,2022-08-12 16:53:53,南京
鼓楼-建宁路-证大大拇指广场,45.00㎡,西,1室1厅1卫,低楼层（31层）,3100 元/月,NJ1646510402080604160,2022-08-11,118.748667,32.096799,整租,/精装/随时看房/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:54:00,南京
鼓楼-汉中门大街-甲壳虫公寓,61.76㎡,西南,1室1厅1卫,中楼层（5层）,4200 元/月,NJ1660140573962534912,2022-08-11,118.769968,32.0479,整租,/精装/随时看房/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:54:05,南京
鼓楼-汉中门大街-蔚蓝之都,67.40㎡,南北,1室1厅1卫,中楼层（33层）,4700 元/月,NJ1668471608240504832,2022-08-10,118.769356,32.047154,整租,/新上/近地铁/精装/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:54:14,南京
鼓楼-福建路-晶典国际,53.07㎡,南,1室1厅1卫,中楼层（19层）,2900 元/月,NJ1666354006865215488,2022-08-06,118.760096,32.092389,整租,/精装/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:54:19,南京
鼓楼-龙江-龙园西路,150.00㎡,西南西,1室1厅0卫,高楼层（6层）,10000 元/月,NJ2559975363204104192,2022-08-12,118.74793111272,32.070786386464,整租,/官方核验/近地铁/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:54:24,南京
鼓楼-华侨路-君临国际,33.36㎡,东,1室1厅1卫,中楼层（35层）,3300 元/月,NJ1652219009707278336,2022-08-11,118.788754,32.055931,整租,/业主自荐/精装/随时看房/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:54:32,南京
鼓楼-五塘广场-文景花园,51.00㎡,南,1室1厅1卫,低楼层（11层）,1800 元/月,NJ1667894024935047168,2022-08-10,118.805943,32.11545,整租,/新上/动迁安置房/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:54:38,南京
鼓楼-许府巷-长江新村40号,35.00㎡,南,1室1厅1卫,高楼层（5层）,2500 元/月,NJ1609068843857084416,2022-08-05,118.78332435417,32.088518703516,整租,/精装/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:54:42,南京
鼓楼-建宁路-证大阅公馆,38.00㎡,西,1室1厅1卫,低楼层（23层）,2500 元/月,NJ1664975819677630464,2022-08-01,118.749045,32.09896,整租,/精装/随时看房/,有,暂无数据,商水,商电,无,暂无数据,2022-08-12 16:54:46,南京
鼓楼-凤凰西街-辰龙广场,45.00㎡,东,1室1厅1卫,低楼层（27层）,3000 元/月,NJ1611695612053422080,2022-08-11,118.74498,32.05111,整租,/精装/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:54:51,南京
鼓楼-建宁路-证大大拇指广场,37.00㎡,西,1室0厅1卫,中楼层（31层）,2600 元/月,NJ1608688087922114560,2022-08-08,118.748667,32.096799,整租,/精装/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:54:57,南京
鼓楼-汉中门大街-莫愁新寓荷花里,30.00㎡,南,1室1厅0卫,低楼层（5层）,5300 元/月,NJ2876152428959907840,2022-08-05,118.763377,32.044069,整租,/精装/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:55:06,南京
鼓楼-湖南路-玄武湖金茂广场,74.00㎡,南,1室1厅1卫,中楼层（38层）,5800 元/月,NJ1656895339241668608,2022-08-11,118.789864,32.078877,整租,/精装/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:55:15,南京
鼓楼-三牌楼-中南园,59.00㎡,南,1室1厅1卫,高楼层（25层）,2600 元/月,NJ1648910918601408512,2022-08-08,118.771378,32.089881,整租,/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:55:18,南京
鼓楼-汉中门大街-甲壳虫公寓,47.00㎡,西南西北,1室1厅1卫,高楼层（5层）,3800 元/月,NJ1651560606953635840,2022-08-07,118.769968,32.0479,整租,/精装/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:55:21,南京
鼓楼-龙江-新城市广场摩尔特区,49.57㎡,西,1室1厅1卫,中楼层（12层）,2800 元/月,NJ1661645217968685056,2022-08-11,118.74856,32.061073,整租,/近地铁/精装/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:55:28,南京
鼓楼-龙江-阳光金峰阁,40.45㎡,西,1室1厅1卫,中楼层（19层）,2200 元/月,NJ1618913509691621376,2022-08-12,118.74708613959,32.062654234194,整租,/近地铁/精装/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:55:33,南京
鼓楼-汉中门大街-汉北街8号,48.00㎡,南北,1室1厅1卫,高楼层（4层）,3200 元/月,NJ1662386684219621376,2022-08-09,118.76583,32.046883,整租,/近地铁/精装/随时看房/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:55:39,南京
鼓楼-凤凰西街-天玺国际广场,41.00㎡,南,1室1厅1卫,高楼层（29层）,3000 元/月,NJ1663757006659387392,2022-08-10,118.736455,32.04944,整租,/精装/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:55:45,南京
鼓楼-湖南路-乐业村,44.00㎡,南,1室1厅1卫,中楼层（7层）,2900 元/月,NJ1658403721115074560,2022-08-11,118.781954,32.073557,整租,/精装/,无,暂无数据,暂无数据,暂无数据,有,暂无数据,2022-08-12 16:55:51,南京
鼓楼-建宁路-建宁新村,52.00㎡,南,1室1厅1卫,低楼层（8层）,2800 元/月,NJ1658397608017657856,2022-07-31,118.759494,32.09731,整租,/精装/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:55:57,南京
鼓楼-汉中门大街-甲壳虫公寓,37.00㎡,南,1室1厅1卫,高楼层（5层）,3300 元/月,NJ1658754702839382016,2022-08-09,118.769968,32.0479,整租,/精装/随时看房/,有,暂无数据,民水,民电,无,暂无数据,2022-08-12 16:56:03,南京
鼓楼-龙江-定淮门2号,40.00㎡,南,1室1厅1卫,中楼层（5层）,2300 元/月,NJ1664163333181276160,2022-08-11,118.75724163583,32.074176401093,整租,/精装/,无,暂无数据,暂无数据,暂无数据,有,暂无数据,2022-08-12 16:56:09,南京
鼓楼-龙江-宝地园,57.00㎡,南北,1室1厅1卫,高楼层（7层）,3500 元/月,NJ1659145021443538944,2022-08-11,118.750069852,32.066736247897,整租,/近地铁/随时看房/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:56:18,南京
鼓楼-华侨路-金轮国际广场,153.00㎡,南北,1室1厅0卫,低楼层（40层）,18000 元/月,NJ1640583462995886080,2022-08-07,118.786832,32.048654,整租,/近地铁/,有,暂无数据,商水,商电,无,暂无数据,2022-08-12 16:56:23,南京
鼓楼-湖南路-江苏机械大厦,125.44㎡,南,1室1厅1卫,中楼层（33层）,10000 元/月,NJ1651151160955895808,2022-08-09,118.78529205993,32.068836557039,整租,/近地铁/,有,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2022-08-12 16:56:31,南京
鼓楼-三牌楼-虹桥中心,44.96㎡,东南,1室1厅1卫,中楼层（22层）,3800 元/月,NJ1639499908736090112,2022-08-05,118.768974,32.082774,整租,/精装/随时看房/非居住房屋/,有,暂无数据,商水,商电,有,暂无数据,2022-08-12 16:56:38,南京
鼓楼-热河南路-热河南路,50.16㎡,南,1室1厅1卫,高楼层（5层）,2200 元/月,NJ1639500649781526528,2022-08-10,118.74649,32.083216,整租,/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:56:42,南京
鼓楼-龙江-场门口2号,50.00㎡,南,1室1厅1卫,中楼层（4层）,2900 元/月,NJ1651222501537087488,2022-08-07,118.76083761869,32.061351221543,整租,/近地铁/精装/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:56:48,南京
鼓楼-建宁路-深业滨江半岛,60.85㎡,北,1室1厅1卫,高楼层（31层）,3400 元/月,NJ1651475027452755968,2022-08-03,118.74586466497,32.10322070572,整租,/精装/,有,租用车位,暂无数据,暂无数据,有,暂无数据,2022-08-12 16:56:53,南京
鼓楼-龙江-银城花园南片,40.00㎡,南,1室1厅1卫,低楼层（7层）,2600 元/月,NJ1651447320484511744,2022-08-10,118.737915,32.057491,整租,/精装/动迁安置房/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:56:56,南京
鼓楼-三牌楼-三牌楼大街,42.08㎡,南,1室1厅1卫,中楼层（7层）,2300 元/月,NJ1640196721872994304,2022-08-11,118.771828,32.08668,整租,/随时看房/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:57:04,南京
鼓楼-建宁路-恒大滨江,48.16㎡,南,1室1厅1卫,中楼层（31层）,3500 元/月,NJ1640271499220746240,2022-08-05,118.740894,32.094473,整租,/精装/随时看房/,有,暂无数据,商水,商电,有,暂无数据,2022-08-12 16:57:10,南京
鼓楼-建宁路-深业滨江半岛,55.08㎡,北,1室1厅1卫,中楼层（34层）,3000 元/月,NJ1641661694205755392,2022-08-11,118.74586466497,32.10322070572,整租,/随时看房/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:57:13,南京
鼓楼-三牌楼-狗耳巷小区,45.00㎡,南,1室1厅1卫,低楼层（7层）,2500 元/月,NJ1640685876981792768,2022-08-09,118.773247,32.082864,整租,/精装/,无,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:57:18,南京
鼓楼-龙江-阳光金峰阁,42.00㎡,北,1室1厅1卫,中楼层（19层）,2500 元/月,NJ1640644478777688064,2022-08-03,118.74708613959,32.062654234194,整租,/近地铁/精装/,有,暂无数据,民水,民电,有,暂无数据,2022-08-12 16:57:24,南京
